TXNAME	R1_H1975	R2_H1975	R3_H1975	R1_HCC827	R2_HCC827	R3_HCC827
ENST00000641816	0	0	0	1	0	0
ENST00000641827	0	0	0	1	0	0
ENST00000641834	1367	1436	1187	2888	1586	2970
ENST00000641863	2.5	0	0	0	0	0
ENST00000641867	0	0	0	4	0	1
ENST00000641876	1	0	0	0	0	0
ENST00000641880	0	0	0	4	1	0
ENST00000641901	3	4	2	0	0	0
ENST00000641909	0	0	0	0.06175	0	0
ENST00000641922	0	0	0	2	0	1
ENST00000641934	0	0	0	0	1	0
ENST00000641936	162	158	154	91	51	59
ENST00000641947	24	21	13	11	6	18
ENST00000641949	3	2	2	1	1	2
ENST00000641955	1	0	2	0	0	0
ENST00000641961	1.48309	1	0.45313	0	0	0
ENST00000641965	0	0	0	1.95853	0	0
ENST00000641966	24	26	20	9	2	9
ENST00000641974	2	2	0	0	1	0
ENST00000641995	10	2	6	0	0	3
ENST00000642008	0	0	0	1	0	4
ENST00000642012	0	0	0	0.10069	0	0
ENST00000642017	213	215	171	126	46	103
ENST00000642021	0	1	0	2	1	0
ENST00000642034	1	0	1	0	0	0
ENST00000642042	0	0	0	2	0	0
ENST00000642050	695	716	631	1239	459	1369
ENST00000642062	1	1	1	1	0	0
ENST00000642063	0	3	2	1	1	1
ENST00000642072	5.32147	8.54417	15.77513	18	4	14
ENST00000642099	1	1	0	0	0	0
ENST00000642107	0.5	0	0	0	0	0
ENST00000642118	0	0	1	0	0	0
ENST00000642124	1	1	0	2	0	0
ENST00000642142	2	0	0	0	0	0
ENST00000642156	3	2	1	0	0	0
ENST00000642160	333.78172	394.97963	317.86167	255.97955	333.32069	158.61859
ENST00000642195	685.26827	697.48955	607	834	631	770
ENST00000642212	0.79755	0.81383	5	0	0.66488	0.49558
ENST00000642221	3	0	1	0	0	0
ENST00000642232	1	1	2	4	0	1
ENST00000642236	0	1	1	0	0	1
ENST00000642244	0	1	0	0	0	0
ENST00000642252	0	1	0	0	0	0
ENST00000642256	8	4	9	294	130	267
ENST00000642267	1	3	2	1	3	2
ENST00000642269	1	0	0	0	0	0
ENST00000642274	0	0	0	1	0	0
ENST00000642275	0	0	2	2	0	0
ENST00000642277	0	1	0	0	0	0
ENST00000642285	0	0	0	2	0	0
ENST00000642292	4	4	3	0	1	0
ENST00000642300	0	1	0	0	0	0
ENST00000642315	3	2	1	0	0	0
ENST00000642318	0	0	0	0.65849	0	0
ENST00000642351	1	0.75004	0	1	0	0
ENST00000642352	29	38	29	9	4	11
ENST00000642361	0	1	0	1	1	0
ENST00000642384	0	0.84838	1.89897	10.12649	14.34706	3.59827
ENST00000642385	10	2	9	0	0	0
ENST00000642394	27	26	16	0	2	0
ENST00000642395	12	13	7	1	1	2
ENST00000642402	14	7	9	10	2	9
ENST00000642411	0	1	2	0	0	0
ENST00000642412	0	31.93952	0	20	0.12185	0
ENST00000642417	0	2	0	0	0	0
ENST00000642430	2	0	0	1	0	1
ENST00000642439	0	0	0	14	8	6
ENST00000642440	227	185	161	363	238	261
ENST00000642451	17	18	14	5	3	5
ENST00000642452	0	0	0	0	0	1
ENST00000642454	0	1	0	0	0	0
ENST00000642475	2	0	1	0	0	0
ENST00000642480	0	0.00011	0	0.00019	0	0
ENST00000642483	1	4	0	1	0	0
ENST00000642498	2	9	11	10	6	17
ENST00000642504	0	0	0	1	3	0
ENST00000642507	5	5	14	4	12	6
ENST00000642510	16	23	10	6	10	17
ENST00000642517	1	3	2	0	0	0
ENST00000642518	4	3	1	1	0	2
ENST00000642529	0	0	0	14	9	17
ENST00000642543	1	3	0	0	0	0
ENST00000642555	1247.67932	1353.38757	1282.32812	1664.26768	1110.58966	1381.94039
ENST00000642556	3	0	0	0	0	0
ENST00000642557	38	38	36	137	166	137
ENST00000642603	1	0	4	0	0	0
ENST00000642610	182	178	140	200	86	197
ENST00000642620	15	12	11	0	0	0
ENST00000642625	0	0	0	0	0	1
ENST00000642626	20	13	15	3	10	1
ENST00000642638	10	8	6	0	0	0
ENST00000642648	1	3	6	2	1	3
ENST00000642653	10	10	7	10	2	13
ENST00000642664	0	0	3	0	0	0
ENST00000642675	17	21	10	6	7	6
ENST00000642686	0.08524	0.1569	0.06011	0.01312	0	0.17326
ENST00000642687	0.73554	0	0	0.68322	0	0
ENST00000642688	1	0	0	0	0	0
ENST00000642692	0	0	0	0	0	1
ENST00000642696	0	0	0	0	0	2
ENST00000642710	17	6	14	17	4	14
ENST00000642732	8	5	5	1	0	0
ENST00000642745	2.36834	4.93762	7	7	1.73399	1.53729
ENST00000642746	10	6	2	1	0	1
ENST00000642748	0	1	0	0	0	1
ENST00000642752	7	3	7	14	8	12
ENST00000642791	14.10787	7.21984	7.00443	18.53907	18.63918	10.64963
ENST00000642793	0	2	0	0	0	0
ENST00000642816	70	68	41	21	14	24
ENST00000642817	1	0	1	1	0	0
ENST00000642830	0	2	1	0	0	0
ENST00000642834	1	3	0	0	0	0
ENST00000642851	0	0	0	0	1	1
ENST00000642860	0	0	0	0.01811	0.02574	0
ENST00000642869	1	1	1	0	0	0
ENST00000642870	5	9	1	7	2	3
ENST00000642873	7	7	2	0	0	1
ENST00000642888	0	0	0	2	0	0
ENST00000642890	0	2	0	0	0	0
ENST00000642894	4	7	0	13.99977	7	8.09959
ENST00000642900	74	110	96	49	11	50
ENST00000642901	0	1	0	0	0	0
ENST00000642903	0	0.80816	0	0.9022	0	0.35194
ENST00000642919	3	7	5	4	0	2
ENST00000642928	2054	1719	1587	1209	702	1096
ENST00000642946	209	184	197	46	17	42
ENST00000642949	2	1	0	1	0	0
ENST00000642959	0	1	0	0	0	0
ENST00000642961	271.99992	242	236.99995	380.99991	292.99988	435.8101
ENST00000642970	4	0	0	0	0	0
ENST00000642980	0	0	0	2	2	0
ENST00000643004	0	0	0	2	1	0
ENST00000643011	10	13	4	8	5	10
ENST00000643023	0	0	3	0	0	0
ENST00000643031	11.84514	17	14	4.98504	0	5
ENST00000643045	0	0	0	1.11047	0	0.10735
ENST00000643050	3	11	4	9	8	7
ENST00000643063	2	2	1	2	0	0
ENST00000643068	26	15	40	32	29	25
ENST00000643071	6	4.99235	6	0	1	1
ENST00000643077	5	3	0	1	0	2
ENST00000643098	220	205	204	49	17	45
ENST00000643100	0	0	1	0	0	0
ENST00000643119	1	1	0	0	0	0
ENST00000643128	4	0	0	0	0	0
ENST00000643130	1	1	2	0	0	0
ENST00000643131	1	0	0	0	0	0
ENST00000643142	5	1	0	1	0	0
ENST00000643144	101	107	91	50	14	44
ENST00000643150	0	0	0	0	1	0
ENST00000643183	0	3	1	1	0	0
ENST00000643188	0	0	1	1	0	0
ENST00000643201	0	1	0	0	0	0
ENST00000643206	1	2	0	0	0	0
ENST00000643214	0.03431	0	0.06678	0	0.01188	0.14484
ENST00000643221	0	1	1	0	0	0
ENST00000643222	0	0	0	3	4	3
ENST00000643230	30	28	17	20	8	19
ENST00000643231	335	294	290	768	657	469
ENST00000643237	109	104	87	52	13	48
ENST00000643242	0	0	0.5	0	0	0
ENST00000643244	262	248	277	92	61	118
ENST00000643269	0	3	0	0	0	2
ENST00000643272	2	2	7	0	0	0
ENST00000643273	0	0	0	0	1	0
ENST00000643276	2	5	7	4	3	3
ENST00000643280	16	11	11	0	1	0
ENST00000643286	0	0.24375	4	0.73888	4	8
ENST00000643288	0	0	0	0	2	1
ENST00000643297	0	0.27478	0	0	0	0
ENST00000643307	0	0	1	0	0	0
ENST00000643314	1.21692	0.49277	0	0.18059	0	0
ENST00000643341	0	2	0	0	0	0
ENST00000643342	0	1	0	0	0	0
ENST00000643374	4	7	10	7	2	5
ENST00000643376	1	1	0	1	0	2
ENST00000643377	0	0	0	0	0.79709	0
ENST00000643390	0	2	0	0	0	0
ENST00000643403	0	1	0	0	0	0
ENST00000643412	2	1	1	1	0	0
ENST00000643430	2	0	0	0	0	0
ENST00000643439	1	0	0	0	0	0
ENST00000643443	2	6	7	2	1	0
ENST00000643446	0	0.5	0	0.5	0	0.5
ENST00000643451	0	0	1	0	0	0
ENST00000643457	87	67	57	54	13	55
ENST00000643460	1	0	0	73	29	85
ENST00000643479	1	0	2	0	0	0
ENST00000643483	28.60588	0	17.95882	0.1117	18.49658	21.7374
ENST00000643494	2	0	1	0	0	0
ENST00000643500	6	3	3	1	0	0
ENST00000643505	3	3	6	1	0	1
ENST00000643519	0	3	0	2	3	6
ENST00000643524	0	1	0	1	0	0
ENST00000643546	0	1	0	0	0	1
ENST00000643552	0	0	0	28	15	14
ENST00000643561	10	22	24	0	0	1
ENST00000643564	1.30107	0.65352	0	0.52844	0.7404	1.13369
ENST00000643567	0	2	0	4	0	0
ENST00000643579	1640	2111	1497	436	296	393
ENST00000643589	10	7	0	4	1	2
ENST00000643596	11	19	5	34	14	28
ENST00000643605	3	1	1	0	0	0
ENST00000643611	0	1.67136	1.95186	3	0.19027	7.5743
ENST00000643631	5	0	3	0	0	2
ENST00000643653	1	0	0	0	0	0
ENST00000643660	22	22	16	7	0	2
ENST00000643672	1	0	0	0	0	0
ENST00000643683	0	3	1	1	0	0
ENST00000643692	0	0.5	0	0.5	0	0.5
ENST00000643702	3	1	1	0	0	0
ENST00000643707	24	34	30	16	9	17
ENST00000643708	1	1	2	0	0	1
ENST00000643716	1	0.60682	0.48953	14.35249	5.0212	10.47624
ENST00000643721	5.85508	15.97623	9.02664	17.8953	0	22.30044
ENST00000643731	0	2	0	0	0	0
ENST00000643737	1	0	0	0	0	0
ENST00000643750	0	0	2	2	0	1
ENST00000643754	33066.93166	29650.26566	27336.84054	34577.1994	24101.35918	31082.82699
ENST00000643773	2	0	0	0	0	0
ENST00000643776	1157	1214	1033	1397	1013	1195
ENST00000643777	39706	36375	31764	34000	24731	38331
ENST00000643778	0	1	0	0	0	0
ENST00000643780	0.22686	0.05784	0	0	0.32532	0.17583
ENST00000643784	0	0	1	0	0	0
ENST00000643792	0	1	0	0	0	0
ENST00000643794	303	351	324	306	161	222
ENST00000643797	107	117	85	60	64	77
ENST00000643798	0	0	2	0	0	0
ENST00000643804	0	0	3	0	0	0
ENST00000643806	0	0	0.03184	0	0	0
ENST00000643818	0	0	0	0	0	1
ENST00000643819	3	0	0	2	0	0
ENST00000643821	57	61	71	17	3	16
ENST00000643837	0	0	0	1	0	0
ENST00000643846	0	0	0	0	0	1
ENST00000643851	18	17	23	6	3	5
ENST00000643860	1	0	0	0	0	0
ENST00000643868	2	1	2	0	0	1
ENST00000643871	0	0	0	0	0	1
ENST00000643877	7	2.44788	1.29467	4	0	0
ENST00000643888	0	1	0	5	0	0
ENST00000643889	1	0	0	0	0	0
ENST00000643894	0	1	0	0	0	0
ENST00000643903	0	0	0.01987	0	0	0
ENST00000643920	2	6	5	0	0	0
ENST00000643932	0	0	0	1	0.39373	0
ENST00000643948	0	0	0	0	0	1
ENST00000643970	2	0	1	0	0	1
ENST00000643972	0	0	1	0	0	0
ENST00000643976	0	1.91649	0.78311	0	0	0
ENST00000643984	1	2	1	0	0	0
ENST00000643994	0	0	1	4	0	0
ENST00000644003	1	0	1	0	0	0
ENST00000644006	3	2	3	0	0	0
ENST00000644020	0	0.72395	0	0	0	0
ENST00000644027	26.86795	22.65248	15.89081	0.76861	0	4.60782
ENST00000644028	24	33	31	5	0	1
ENST00000644036	344	477	352	173	98	199
ENST00000644038	47	38	34	10	1	5
ENST00000644040	14	13	14.94687	7	6	7
ENST00000644068	9	6	7	2	2	9
ENST00000644072	9	11	13	3	3	8.86311
ENST00000644074	0	0	0	0	0	0.99998
ENST00000644078	61	54	73	29	16	27
ENST00000644088	3	1	3	3	3	4
ENST00000644094	4	5	4	4	1	2
ENST00000644103	3	2	8	5	0	1
ENST00000644112	52	74	60	59	30	50
ENST00000644131	0	0	0	4	0	0
ENST00000644138	0	2	0.00497	0	0	1
ENST00000644142	2	10	3	0	0	3
ENST00000644144	145.0775	108.69744	152.13891	120.33534	250.29274	128.32508
ENST00000644145	0	2	0	1	0	1
ENST00000644174	2064	1793	1643	7416	3361	6550
ENST00000644178	1.04715	1.28642	4	0	0	0.25445
ENST00000644185	1733.37986	1722.57308	1514.91483	1625.23787	842.26936	1433.95561
ENST00000644189	0	1	0	0	1	0
ENST00000644198	2	1	7	3	1	3
ENST00000644218	0	3	0	1	0	1
ENST00000644219	0	0	1	0	0	0
ENST00000644224	4.94933	3	2	0	0	0
ENST00000644227	3	2	1	2	0	0
ENST00000644233	3.81676	1.48034	0.55099	0	2.6163	3.25194
ENST00000644251	1	0	0	0	0	0
ENST00000644252	16	27.99999	21	0	0	1
ENST00000644276	0	0	0	0	0.5496	0
ENST00000644283	0	1	2	0	0	0
ENST00000644294	0	1	0	0	0	0
ENST00000644297	0	0	0	0	0	1
ENST00000644313	0	0	0	2	1	2
ENST00000644317	0	3	1	0	0	0
ENST00000644332	1	0	0	0	0	0
ENST00000644334	2	1	0	0	0	1
ENST00000644337	3	1	0	0	0	0
ENST00000644338	7	12	1	19	1	16
ENST00000644347	0.06685	0.79449	0	0	0	1
ENST00000644357	0	1	0	0	0	0
ENST00000644371	576	581	515	154.42516	21.96381	36.59222
ENST00000644374	32.85599	69.02141	43.82989	43.82403	6.55112	49.29726
ENST00000644386	0	1	0	0	0	0
ENST00000644393	0	0	0	1	0	0
ENST00000644400	6	12	14	15	12	29
ENST00000644443	259.47852	87.54285	9.75755	198.26189	79.17548	135.59339
ENST00000644445	7	6	6	3	0	5
ENST00000644467	0	0.03428	0	0	0	0
ENST00000644479	1.66034	0.10455	0	0	0	1.03757
ENST00000644483	28	35	34	2	0	4
ENST00000644486	223	212	196	67	38	102
ENST00000644491	0	0	0	0	0	3
ENST00000644495	14	21	10.44746	11	0.75886	24
ENST00000644509	30	33	27	24	0.75604	23
ENST00000644510	194	186	162	77	13	80
ENST00000644513	1.99996	0	0	0	0	0
ENST00000644526	0	2	1	1	0	0
ENST00000644531	11	7	10	16	10	11.1344
ENST00000644544	4	8	8	120	57	120
ENST00000644549	6e-05	3e-05	3e-05	9e-05	0.39915	0.11549
ENST00000644551	35	28	33	3	0	1
ENST00000644559	1	0	0	0	0	0
ENST00000644567	181.175	182.99995	138.02734	1001.09928	457	18.74398
ENST00000644577	1	0	0	0	1	3
ENST00000644590	0	0	0	1	0	0
ENST00000644591	13	9	11	18	5	30
ENST00000644593	34	29	26	37	28	48
ENST00000644625	1e-05	0	4.978	1e-05	1e-05	4.39439
ENST00000644631	2407	2014	2066	1187	676	945
ENST00000644635	1	0	0	0	0	0
ENST00000644638	1	0	0	0	1	0
ENST00000644642	1	2	2	3	0	0
ENST00000644646	0	1	0	0	0	0
ENST00000644653	0	0	20	0	9	2.86136
ENST00000644659	0	1	0	3	11	2
ENST00000644682	2	1	2	0	0	0
ENST00000644683	2	1	1	0	0	0
ENST00000644684	101	119	83	47	33	69
ENST00000644694	0.7945	0	0.39895	0.38946	0.84405	0
ENST00000644700	0.25949	0.16694	0.10646	0	0	0
ENST00000644701	15	32	20	38	14	23
ENST00000644702	1	0	0	0	0	0
ENST00000644704	0	2	0	0	0	0
ENST00000644711	0	1	0	3	1	6
ENST00000644715	340	306	301	950	357	815
ENST00000644721	59.59305	88.44219	84.26506	0	0	0
ENST00000644743	0	0	0	2	1	4
ENST00000644744	73	107	73	15	3	13
ENST00000644770	0	2	5	11	10	11
ENST00000644773	29	33	25	13	10	4
ENST00000644774	0	0	0.09329	0	0.24501	0
ENST00000644775	1	1	2	0	2	1
ENST00000644781	0	0	1	0	0	0
ENST00000644787	6	4	1	11	10	8
ENST00000644793	0	1	0	0	0	0
ENST00000644796	191	175	136	323	175	262
ENST00000644802	104	108	106	106	103	106
ENST00000644810	1	0	0	0	0	0
ENST00000644815	0	1.5228	0	0	0	0
ENST00000644816	0	0	1	0	0	1
ENST00000644830	2	4	3	1	0	0
ENST00000644831	0	0	1	0	0	0
ENST00000644838	0	1	0	0	0	0
ENST00000644845	0	0	0	43	19	34
ENST00000644854	1	2	0	2	0	1
ENST00000644866	0	0	0	1.25819	2.29965	1
ENST00000644874	0	0	0	0	1	0
ENST00000644876	38	56	33	9.7816	1.94922	7
ENST00000644894	12	6	5	0	0	1
ENST00000644917	0	0	0	0	0	1
ENST00000644923	71	86	51	21	4	15
ENST00000644950	0	0.69308	0	0	0	0
ENST00000644962	0	2	0	13	1	14
ENST00000644972	0	0.22702	0	0	0	0
ENST00000644980	0	0	0	10	8	7
ENST00000645015	15.97507	23.48655	16.31906	2.37677	2	3
ENST00000645032	0.09442	0.26914	0	0	0	0
ENST00000645033	0	4	2	0	0	0
ENST00000645045	1	0	0	0	0	0
ENST00000645050	0	0	0	0	0	1
ENST00000645063	0	1	0	0	0	0
ENST00000645078	3	5	4	0	0	0
ENST00000645081	0	1	0	0	0	0
ENST00000645119	44	69	43	58	31	45
ENST00000645138	0	3	1	0	0	0
ENST00000645141	2	2	2	2	5	4
ENST00000645150	7	10	5	13	4	9
ENST00000645156	0	0	0	0	13.93878	0
ENST00000645165	0	0	0	2	0	1
ENST00000645174	0	1	0	0	0	0
ENST00000645177	5	2	1	5	1	3
ENST00000645188	11	4	2	4	4	5
ENST00000645190	25	17.5	19.5	27.5	10	34
ENST00000645199	0	0	1	0	0	0
ENST00000645214	0	0	261.09225	78.156	0	0
ENST00000645220	41	54	15.13346	42	26	54
ENST00000645221	1	2	0	1	0	2
ENST00000645223	0	0	0	0	0	1
ENST00000645232	28	49	32	28	30	25
ENST00000645237	0	0	1	0	0	0
ENST00000645280	0	1	1	0	0	0
ENST00000645288	1	0	0	1	0	0
ENST00000645300	137	168	141	232	130	172
ENST00000645312	0	0	1	0	0	0
ENST00000645313	0	0	0	0.23583	1.55216	0.26023
ENST00000645327	2	1	4	0	0	0
ENST00000645328	0	0	1	0	0	1
ENST00000645341	0	0	1	1	0	0
ENST00000645349	0	0	0	1	0	2
ENST00000645353	0	0	0.5	1	0.5	1
ENST00000645391	166.99978	14.37811	107.83015	72.45379	8.95288	38.41916
ENST00000645392	0.18583	0.25978	0	0.55093	0	0.81235
ENST00000645398	0.02235	3.98564	0.65111	0	0	1.36461
ENST00000645433	0	0	0	1	0	0
ENST00000645439	0	0	0	0	0.03308	0
ENST00000645443	0.90044	0	2.21173	0.75261	0	0
ENST00000645446	1	0	0	0	0	0
ENST00000645454	0	0	1	0	0	0
ENST00000645464	0	0	0	1	0	0
ENST00000645482	0	0	1	0	0	0
ENST00000645483	33	43	18	39	12	50
ENST00000645486	1	0	0	0	0	0
ENST00000645491	2	1	4	3	0	0
ENST00000645495	21	5.83058	16.2596	15	1	4.0592
ENST00000645496	504	542	453	1909	1069	1451
ENST00000645534	1.07142	39	45	0	6	11
ENST00000645576	0	1	0	0	0	0
ENST00000645582	2.5	0	0.5	2	0.5	0
ENST00000645586	1	0.08603	3	0	0.05498	0
ENST00000645609	0.00908	0.00481	0.01395	0.14755	0.00151	0.01067
ENST00000645620	0	1	0	0	0	0
ENST00000645622	0	0	0.9891	0	0	0
ENST00000645623	8	9	10	0	0	0
ENST00000645630	1	0	0	0	0	0
ENST00000645640	0	0	0	0	0	2
ENST00000645642	1	1	1	0	0	0
ENST00000645644	0	0	0	0.83483	0	0
ENST00000645652	3	3	4	0	2	1
ENST00000645655	0	1	0	0	0	0
ENST00000645667	3	1	3	1	0	3
ENST00000645668	204	206	190	134	69	101
ENST00000645673	1	0	1	0	1	1
ENST00000645674	58020	55001	49542	48670	29183	42350
ENST00000645681	2	3	4	0	0	0
ENST00000645694	123	97	99	89	53	63
ENST00000645698	0	1	1	2	0	0
ENST00000645708	12	8	9	60	25	66
ENST00000645723	0	1	0	0	0	0
ENST00000645724	1	0	0	0	0	0
ENST00000645725	1	3	2	0	0	0
ENST00000645729	1	0	4	0	0	0
ENST00000645739	0	1	0	0	0	0
ENST00000645746	9	7	6	2	0	0
ENST00000645749	8	7	11	16	4	11
ENST00000645753	0.00246	0	3	1	1	0
ENST00000645756	1	2	6	3	0	6
ENST00000645764	98	102	67	187	131	133
ENST00000645775	10	1	6	5	0	4
ENST00000645805	0	0	0	2	0	0
ENST00000645808	4.35994	2.91653	5.73713	2.91034	0	4.64881
ENST00000645816	2	1	0	1	0	1
ENST00000645817	14	19	11	0	0	0
ENST00000645818	0	0.83743	1e-05	0	7	15
ENST00000645821	0	0	0	3	9	4
ENST00000645831	107	72	56	40	58	25
ENST00000645832	6	9	3	0	0	0
ENST00000645835	0	0	1	0	0	0
ENST00000645840	0	1	0	0	0	0
ENST00000645843	7	9	7	4	0	4
ENST00000645846	0	18.0566	4.26903	3	2	14
ENST00000645862	6	7	6	1	1	1
ENST00000645866	0	0	1	0	0	1
ENST00000645878	1	2	1	0	0	0
ENST00000645899	0	1	0	0	0	0
ENST00000645910	6	3	0	1	0	0
ENST00000645920	0	0	1	0	0	0
ENST00000645937	0.52288	0.52785	0	0	0	0
ENST00000645953	0	0	0	2	0	0
ENST00000645960	1	0	0	0	0	0
ENST00000645961	0	1	0	0	0	0
ENST00000645963	17	31	16	23	27	20
ENST00000645969	0.11518	0	0	0	0	0
ENST00000645973	0	0	0	0.45667	0	0
ENST00000646001	2	3	4	0	0	0
ENST00000646021	0	1	0	0	0	1
ENST00000646025	0	1	1	0	0	0
ENST00000646042	0.03866	0.03178	7	0.19041	0.0379	5.89059
ENST00000646050	2	6	0	0	0	0
ENST00000646056	1	0	0	0	0	0
ENST00000646066	2	0	0	0	0	0
ENST00000646097	0	2	0	1	0	0
ENST00000646098	6	3	1	0	0	0
ENST00000646107	0	0	0	0	0	1
ENST00000646116	0	1	1	0	0	0
ENST00000646119	2	0	6	1	0	3
ENST00000646122	0	0.19288	0	0.09209	0	0.03105
ENST00000646124	0	0	0	0	0	1.5
ENST00000646160	53	46	35	7	14	8
ENST00000646171	0	0	0	0	1	0
ENST00000646186	0	0	1	0	0	0
ENST00000646199	7	6	6	13	3	12
ENST00000646205	0	1	0	0	0	0
ENST00000646209	0	0	0	0	1	1
ENST00000646215	0	3	0	0	0	0
ENST00000646226	0	0	0.55334	3.31316	0	2
ENST00000646241	3608.63278	3468.00277	2940.6281	0	0	0
ENST00000646248	0	0	0	2	0.0116	0
ENST00000646254	0.14885	1.26548	4.40705	7	0.17926	3
ENST00000646279	0	2	0	0	0	0
ENST00000646299	0	0	1	0	0	0
ENST00000646301	1	1	1	0	0	1
ENST00000646302	0	0.59718	0.45979	0	0	0.29184
ENST00000646305	1	2	3	0	0	0
ENST00000646307	0	0	2	0	0	0
ENST00000646312	0.02149	0	0.07381	0	0.04438	0
ENST00000646345	0	0	0	1	0	0
ENST00000646349	1	0	0	0	0	0
ENST00000646370	2	5	4	0	0	0
ENST00000646371	0	0	0	0	0	2
ENST00000646375	0	0	0	1	0	0
ENST00000646378	4	1	1	0	0	0
ENST00000646384	0	0	2.18566	0.76691	1.46862	1.4089
ENST00000646397	0	0	0	3	3	3
ENST00000646418	0	0	1	3	0	1
ENST00000646424	1	3	0	2	0	1
ENST00000646427	0	0	0	0	1	1
ENST00000646429	0	1	0	0	0	0
ENST00000646433	0	1	0	0	0	0
ENST00000646441	4	6	5	4	0	3
ENST00000646488	9	17	10	2	3	0
ENST00000646489	42	50	41	8	0	1
ENST00000646494	1	0	0	3	2	5
ENST00000646496	15	11	8	0	1	0
ENST00000646511	4	7	6	3	0.1663	0.53319
ENST00000646536	1	0	0	0	0	0
ENST00000646537	4	0	1	0	0	0
ENST00000646559	27	23	19	2	0	2
ENST00000646560	10	13	15	0	3	5
ENST00000646561	588	658	491	369	141	342
ENST00000646565	0	1	1	0	0	0
ENST00000646567	1	4	0	2	0	0
ENST00000646571	0	1	1	0	0	1
ENST00000646579	0.06532	0	0	0	0	0
ENST00000646584	48	50	39	2	4	6
ENST00000646589	0	1	0	0	0	0
ENST00000646602	0	0	0	1	1	0
ENST00000646610	1	0	2	2	1	5
ENST00000646620	1	3	1	0	3	0
ENST00000646622	1	1	1	0	0	0
ENST00000646625	0	0	0	0	0.5	0
ENST00000646632	17	23	14	6	3	5
ENST00000646633	0	0	1	0	0	0
ENST00000646641	0	0	0	3	3	4
ENST00000646643	1	0	0	1	1	1
ENST00000646651	1440	1178	1136	1875.34752	911.8397	1585.11063
ENST00000646654	0	0	0	0	0	1
ENST00000646664	113573	95965	83219	46131	22183	36875
ENST00000646673	120	113.99999	109.52257	0	0	0
ENST00000646680	0	0	0	1	0	0
ENST00000646708	3	1	0	0	0	0
ENST00000646713	0	0	0	0	1	0
ENST00000646714	1	0	0	0	0	0
ENST00000646722	1	0	1	0	0	0
ENST00000646731	0	0	1	0	0	0
ENST00000646735	1	3	3	4	5	6
ENST00000646743	10	8	9	9	6	5
ENST00000646748	552	490	567	293	214	244
ENST00000646753	0	1	0	0	0	0
ENST00000646769	1	0	0	0	0	0
ENST00000646771	0	0	1	0	0	1
ENST00000646773	17	30	21	20	11	21
ENST00000646789	2	3	0	0	0	0
ENST00000646793	2	6	1	0	0	0
ENST00000646803	6	11	8	2	0	0
ENST00000646804	0	1	2	0	0	0
ENST00000646815	1	0	0	1	0	3
ENST00000646818	1e-05	1e-05	0.02741	4	0	3.09853
ENST00000646827	112	126.94513	80	245.95632	194	236.95476
ENST00000646835	0	0	0	1	0	0
ENST00000646879	0.04871	0	0	0	0	0
ENST00000646881	4	9	9	11	1	7
ENST00000646888	46	33	35	33	19	20
ENST00000646891	10	3	0	3	1	4
ENST00000646892	1	0	1	2	1	1
ENST00000646896	0.02003	0	0	0	0	2e-05
ENST00000646898	4	3	3	0	2	1
ENST00000646900	2	2	2	0	0	0
ENST00000646909	38	44	32	34	34	41
ENST00000646932	43.75169	42.1633	39.64015	28.48253	30.71105	39.15647
ENST00000646935	0	1	0	0	0	0
ENST00000646953	0	1	0	0	0	0
ENST00000646955	2	4	3	3	5	0
ENST00000646965	58	49	40	59	18	42
ENST00000646968	0	0	1	0	0	0
ENST00000646972	0	0	0	0	1	0
ENST00000646974	1610	1375	1187	17	9	28
ENST00000646995	0	0	0	3	0	0
ENST00000647002	188	194.5	205.57751	77	50	87.5
ENST00000647009	0	1	1	0	0	0
ENST00000647026	0	2	0	1	0	1
ENST00000647034	37	34	45	42	16	27
ENST00000647043	7	0	5	2	0	5
ENST00000647046	3	0	0	0	0	0
ENST00000647048	0	1	0	0	0	0
ENST00000647055	0	1	0	0	0	0
ENST00000647056	0	1	1	1	0	2
ENST00000647080	1	1	4	0	0	0
ENST00000647097	8.48617	17.5	31	11	1.5	19
ENST00000647112	1	0	2	2	0	2
ENST00000647124	1	0	1	1	0	0
ENST00000647127	0	0.04304	0	4.35946	0	0
ENST00000647130	0	0	1	0	0	0
ENST00000647131	73	85	54	101	53	46
ENST00000647157	0.0399	0	0	0	6.94433	0
ENST00000647185	0	0	0	0	0	1
ENST00000647186	2	0	1	1	0	0
ENST00000647202	75	118	109	3	0	0
ENST00000647209	4	1	3	2	0	2
ENST00000647210	0	2	2	0	0	3
ENST00000647223	0	0	0	0	0.46288	0
ENST00000647225	12	12	7	16	18	10
ENST00000647231	1	1	0	0	0	0
ENST00000647237	2	0	0	1	0	0
ENST00000647248	55916	52658	49981	70267	43298	54007
ENST00000647251	1e-05	0	0.9951	0	0	1.50809
ENST00000647252	10	11	10	9	0	0.01611
ENST00000647292	1	0	0	1	1	0
ENST00000647294	2	3	5	1	0	0
ENST00000647296	2	1	0	0	0	2
ENST00000647297	0	0	0	0	0.08012	0
ENST00000647317	38	49	41	19	11	12
ENST00000647353	7	1	6	13	1	1
ENST00000647354	13	9	10	5	0	0
ENST00000647358	95	144	111	287	292	388
ENST00000647374	51	44	42	0	0	2
ENST00000647377	0	0	1	0	0	0
ENST00000647390	1	3	0	0	0	1
ENST00000647408	0	0	0	0.5951	1	0.99137
ENST00000647418	9	7	5	13	1	7
ENST00000647424	0	0	0	37	23	39
