R1_H1975 R2_H1975 R3_H1975 R1_HCC827 R2_HCC827 R3_HCC827
ENST00000420734 0 0 1 0 0 0
ENST00000420757 1 0 0 1 0 0
ENST00000420758 1 0 0 0 0 0
ENST00000420759 2 1 1 2 0 2
LYPLAL1-AS1-201 1 0 0 0 0 0
SLC26A6-207 40 37 45 11 1 8.12706
LINC02981-201 1 0 0 0 0 0
TAF12-DT-201 0 1.49858 0 0 4 0.99919
RBISP5-201 0 0 1 0 0 0
UCHL5-209 0 0 1 1 0 0
CBLL1-203 1 0 0 0 0 0
PPARA-204 0 0.52819 0 0.3813 0 0
NISCH-202 5 12 10 3 3 5
MSH6-203 1 1 0 0 0 0
CCNYL1-205 3 3 1 4 5 3
SUMO2-202 14558 12793 12134 12175 6407 8842.88195
UBA6-202 0 3 1 1 0 0
FIGNL1-204 0 3 1 0 0 0
ARRB1-202 12 8 7 42 45 67
CD63-202 49 56 52 88 85 90
ENTPD3-AS1-201 409.18244 293.25553 278.10881 100.29554 84.79768 82.59548
MTX2-202 54 55 57 39 18 43
ENST00000420865 0 1 2 0 0 0
PLTP-204 143 121 103 0 0 0
LINC01389-201 0 0 0 0 0 0.95918
LINC01426-202 95 96 97 0 0 0
RPS19BP1-202 21 18 15 2 0 0
ZNF620-203 0 0 0 2 0 0
HTRA1-202 35.61487 24.80587 27.01404 0 0 0
FAM13B-202 1 0 1 0 0 0
LMLN-204 4 9 11 3 0 1
CTAGE15-201 1 0 2 0 3 0
C2orf74-AS1-202 596 513 475 477 340 235
FTCDNL1-203 0 0 1 0 0 0
ILK-203 725 771 616 587 370 752
FAAP20-208 9.17791 14.69977 12.32324 7.55561 0 9.56402
ENST00000420968 0 1 0 0 0 0
AHCTF1P1-201 4 5 5 2 2 1
SLC25A17-204 0 0 2 0 0 0
RPS15AP30-201 0 0 0 0 1 0
TPI1P1-201 6 5 2 17 8 11
LYPLA2-206 0 0 0 1 0 1
NKAPD1-203 0 0 5.51711 1.0342 0 0
NCAPH2-205 77 76.44958 66 91.11133 88.45523 128.53021
TRIM13-204 36 39 35 75 24 44
UPF3AP3-201 2 1 0 3 0 3
EFHC2-202 4 5 9 0 0 0
FAM234A-208 0 1 0 0 0 0
SCAMP1-AS1-201 237 274 265 240.71774 169.29408 222.7004
ZNF286A-203 10 8 6 3 0 2
ANXA2-203 2905 3250 2991 1969 1105 2156
RPL24P2-201 4 8 5 8 10 5
CFAP210-202 0 0 0 0 1 0
ZNF415-202 96 83 61 15 7 12
ZNF277-203 0 0 0 0 0.50331 0
EEF1GP3-201 1 1 0 0 0 0
IGF2BP2-203 2 5 1 1 0 0
ADORA1-AS2-201 0 0 4 0 0 0
POR-206 1 1 0 0 1 1
PHYHD1-207 1 1 1 0 0 0
GAS5-204 4 0 0 0 0 0
OR7E37P-201 0 1 1 1 0 0
PTMAP10-201 0 1 0 0 0 0
COASY-202 79 93 92 133 77 151
NR2F2-203 144 129 106 106 60 75
ASS1P6-201 1 1 0 0 0 0
UQCRBP1-201 2 1 3 0 0 2
RECQL-203 26 22 25 7 2 3
HAUS6P1-201 1 1 0 0 0 0
LRIG2-DT-201 0 0 3 0 0 0
BARD1-202 1 0 1 0 0 0
ZNF284-201 9 12 18 3 2 3
ST13P7-201 10 5 9 12 8 3
AKR1C2-202 3 5 4 0 0 0
CHL1-203 0 1 0 0 0 0
KLF7-202 0 0 1 0 0 0
DDX56-203 3 1 5 5 1 4
ENST00000421234 2 4 8 2 0 1
ZNF578-201 3 3 7 2 2 2
C1orf159-205 10 13 7 7 6 23
APOD-202 1 0 0 0 0 0
CDC42P6-201 1 2 0 0 0 0
VIRMA-202 1.30813 1 3 1 0 0
CD101-AS1-201 3 2 0 1 0 0
PIGX-204 0.39825 0.27451 0.61617 0 0 0
LINC02585-201 18 17 23 1 0 2
LRRFIP2-205 47 67 73 26 9 17
L2HGDH-203 63 61 58 40 5 23
MRPS36P1-201 2 1 0 0 1 0
TP53TG1-203 827 599 600 510 264 362
PUS10-204 1 0 2 2 0 0
MYADM-207 18 14 22 0 0 0
MICA-208 1 0 2 0 0 0
PERP-201 5823 5664 5178 3917 1773 3878
RBM14-RBM4-202 0 1 0 0 0 0
ENST00000421363 0 0 1 0 0 0
IFIH1-201 0.30887 0.2743 4.50446 1 6 0
ERLIN1-203 18 27 19 8 4 13
SPECC1L-203 8.41379 3.95948 0 1.50658 0.7383 2.81822
KIFC3-202 1 0 0 0 1 1
MBLAC1-202 0 0 3 0 0 0
FBXL2-202 0 3 0 0 0 3
PIGFP2-201 1 0 0 0 0 0
RAD23BP1-201 1 4 0 1 0 2
CYB5RL-203 2 2 0 1 0 1
ZHX3-204 8 4 8 11 12 6
MT1P3-201 1 0 0 0 0 0
HNRNPA1P33-201 1 0 0 0 0 0
UBL4A-204 0 1 0 0 0 0
ENST00000421443 0 0 1 0 0 1
SGO1-206 1 1 1 1 0 1
LINC02613-203 0 1 1 0 0 0
MCM3-203 2 0 2 1 3 0
PARL-205 30 25 34 15 17 20
DAP3-203 95.94073 73.84397 75.07762 50.17822 24.31706 53.69512
PABPC4L-201 0 0 0 0 0 2
INTS11-204 0 1 0 0 0 0
GGCX-202 0 1 0 0 0 0
MTHFD1L-205 3 0 0 0 0 0
KCNMB2-AS1-201 0 0 0 6 13 13
RASAL2-AS1-202 7.14088 0 17 6.21876 2 5
TBP-203 0.14226 0.08367 0.12992 0.06681 0 0
NKIRAS1-205 4 1 0 1 0 2
MYD88-203 0 1 2 0 0 1
MAN1A2-202 32 24 29 31 18 37
ENST00000421546 6 4 5 1 0 1
ZSCAN26-202 1.28589 12 1.11639 3 4 1
MRPL35P3-201 0 0 0 0 0 1
DAG1-203 2 2 2 1 0 1
LINC02923-201 2 0 0 0 0 1
ENST00000421567 0 0 1 0 1 0
HTATIP2-202 385 339 341 137 60 165
CORO1C-203 0 0 2 0 0 0
CCDC107-205 0 0.02272 0.30099 0.04942 0.07067 0.03124
ACE2-DT-201 1 4 1 6 5 2
SNHG11-205 5 0 8.5 0 6 9.5
FKTN-AS1-201 2 2 7 4 1 3
ENST00000421619 24 11 27 0 0 0
ENST00000421624 0 0 1 0 0 0
USP48-205 12 17 14 4 8 15
MARVELD1-202 3 1 0 0 2 0
EPHA1-AS1-201 4 4 2 0 0 0
DHRS9-203 0 1 0 0 0 0
RANBP1-206 0 1 0 0 0 0
ENST00000421657 0 0 0 0 1 0
DDX55-203 0 0 0 0.37662 0 0.34845
LEMD2-202 0 1 0 0 0 0
UCHL5-210 1 1 5 1 1 1
ZNF674-AS1-201 0 0 0 0 0 7.19674
GOLGA2-201 0 2 0 0 2 0
MTPAP-203 24.06381 2.58562 6.8311 100.5223 44.63657 47.66759
FAM241B-202 1 5 1 4 0 1
SEMA3B-AS1-201 28 17 22 0 0 0
ANKMY2-202 3 1 1 0 1 0
AP4M1-204 3 3 6 34 17 23
FNDC3B-204 53 30 40 40 17 32
MRPL10-204 19 16 14 25 9 24
LIX1L-AS1-203 0 1 1 0 0 0
CYYR1-AS1-203 1 1 1 0 0 0
AFG3L1P-206 8 4.5412 6 2 1 4
RAD51C-203 1100.78405 936.59875 855.76512 505.59298 322.0212 420.50027
RPL36AP10-201 0 1 0 0 0 0
COX18-202 2 1 4 4 0 1
EIF4A1P7-201 0 1 0 0 0 1
GABARAPL1-202 0.01439 0 0 0 0 1
LCOR-204 2 0 0 1 0 2
INPP5K-204 198 219 150 127 108 154
NMD3P2-201 0 0 3 1 0 2
CERKL-207 0 0 1 0 0 0
ENST00000421824 21 29 13 177 135 143
ENST00000421828 68 53 49 5 18 8.19845
CTU1-201 2 1 0 0 0 0
FKBP1B-203 2 0 1 0 0 0
DNAJC27-AS1-201 104 87 95 56 43 50
TMEM41A-203 549 542 507 484 254 385
ZNF277-204 13 14 5 5 2 8
BSCL2-210 115 110 115 159 80 148
NCSTN-203 2 0 0 0 0 0
TUSC2-203 0 0 1 0 0 0
CCDC28B-202 0 0 0.1792 0.06932 0.06986 0
NFE2L2-203 2 5 0 0 1 0
PRMT5-205 0 0 0 0 1 0
AFG1L-202 0 1 0 0 0 0
ENST00000421964 0 0 0 21 18 16
NME6-205 87 85 78 80 33 60
CCT6B-202 3 4 0 0 2 2
PTGES3L-AARSD1-204 4 0 3.37625 0 0 0
SLC44A3-AS1-205 0 2 0 1 0 0
CMSS1-201 1 5 5 2 1 2
CCDC77-203 1 3 1 1 1 2
TBCEL-202 6 8 3 1 1 1
GAS5-205 8 7 5 15 4 4
ENST00000422040 6 8 3 6 3 5
BBIP1-202 0.66315 1.04199 0.87361 3.03 2 1.58123
TBL1XR1-203 1.99999 3 0 1 0 0
EXOG-203 2 1 4 0 0 4
ENST00000422081 0 0 1 1 0 0
PNPLA8-203 2 3 2 0 0 0
NUP62-202 97 40 40.5 122 23 99
MET-203 1 5 5 4 0 4
RPL22P5-201 0 1 0 0 0 0
NMRAL2P-203 0 0 0 2 0 0
GORASP1-206 3 6 2 2 1 2
HPGD-203 0 0 0 1 4 1
HPCAL1-204 1 1 1 0 0 1
TBC1D7-209 1 0 0 1 1 0
AMN1-202 9 8 7 1 7 6
PIP4K2C-202 2 4 0 19 7 31
GNAI2-203 95 91 80 45 23 24
GAS5-206 21 14 15 22 8 15
ATP2C1-203 0 1 2 0 0 1
ENST00000422197 1 0 0 0 0 0
ENST00000422201 1 1 0 0 0 0
GAS5-207 1 1 0 0 0 0
RPL15-206 0 0 1 0 0 1
ENST00000422227 1 0 0 0 0 0
ATP11C-204 0 0 1 0 0 0
ZFAND2A-DT-202 5 2 0 0 0 1
RAB5A-203 1 0 4 1 0 1
RPL32P15-201 0 0 0 0 1 0
CEP135-202 0 0 0 0 0 0.42977
SMDT1-202 90 105 100 118 83 87
PDHA1-205 1.0215 6.16954 1.06701 4e-05 3e-05 2.18024
DUS4L-202 2 1 1 0 0 0
PSIP1P1-201 2 2 3 4 8 3
POLR2J4-203 0 0 0 0 0 1
NT5DC2-202 16 7 6 2 3 4
MAN1A2-203 0 0 1 0 0 0
CERS5-203 35 41 31 12 8 12
KRIT1-207 5.29 12.75043 9.3795 0 9.20337 0
MORF4L2-203 90 57 58 31 7 22
ENST00000422357 1 0 0 5 2 0
MCMDC2-204 2 0 0 0 0 0
HPS4-204 2 6 3 2 0 1
RPS7P12-201 0 0 1 0 0 0
NSUN5P1-203 2 0 0 1 0 0
TOMM22-DT-202 0.5 0 0 0 0 0.5
ZNF655-209 0 1 0 0 0 0
CIAO2B-201 7939.09301 6924.31606 7056.20108 12595 7365 11325
APOL3-205 2 4 2 0 0 0
SLC25A12-202 8.5065 15.78577 0.23818 13.59115 0 27
TBL1XR1-204 0 2 3 0 0 0
SETD6-205 1 2 1 0 0 0
LDHA-205 17113.72546 11773.92329 44.78532 280.01897 38.07792 264.64351
DNAJC27-AS1-203 0 0 0 1 0 0
CNBP-201 0.00041 0 4.83671 8.18383 8e-05 0.00017
RPS27P8-201 1 2 2 8 5 4
RPS3-202 301 259 253 550 425 447
STAG3L5P-PVRIG2P-PILRB-203 61 36 37 28 34 32
IL1RAP-206 43.08187 56.13137 69.52092 7.51181 5 6.2623
RPL4P4-201 21 19 24 37 14 49
RPL21P83-201 0 0 0 0 1 0
RPL23A-204 82408 70509 68696 143763 84319 91780
PCBP1-AS1-232 1 0 0 0 0 0
ACYP2-204 19 6 5 7 1 1
SULT4A1-202 0 0 0 0 0 1
HSD11B1L-205 18 10 14 23 13 15
PDGFC-202 1 4 3 1 0 0
RPL31P63-201 3 2 1 0 3 2
RPL21P82-201 0 0 0 1 0 0
PLPP5-202 87 76 65 40 14 37
AP4M1-205 40 28.96264 29.38304 1.50082 3 11
RPL31P12-201 1 0 0 0 0 0
HACL1-205 0 0 0 0 0 1
KRT18P4-201 1 0 0 3 1 1
NCBP2-203 9 6 11 5 3 1
SSPN-202 105 105 82 2 5 2
EIF4A1P2-201 8 7 9 5 6 3
ENST00000422638 1 1 0 0 0 0
RNASEH2B-202 11 14 4 1 6 4
CEP250-204 0 0 1 0 0 0
CFL2-203 90 124 101 65 31 62
MIR1302-9HG-201 0 0 1 0 0 0
IKBKG-202 0 0 1 0 0 0
ZNF880-202 3094.70972 2895.01442 2533.34895 43.77358 34 38.78797
SLC25A5P8-201 0 0 0 0 0 1
FNDC10-201 50 36 40 112 170 88
PRAC2-201 0 0 0 2 0 0
AAMP-203 0 0 0 0.00196 0 0
ENST00000422735 3 2 3 7 2 3
C2orf74-AS1-203 2 0 2 2 1 0
ASNS-205 0 1 0 1 0 0
LSM8-203 0 117.56413 127.51848 0.48394 3.69983 3.30727
ATP6V1B1-AS1-201 23 11 18 3 1 3
RPL15P11-201 0 1 0 0 1 0
RHOA-203 39 30 34 58 28 34
MMADHC-202 4 7 7 4 0 0
ZCCHC18-201 0 0 0 1 0 0
CDCA3-202 1 1 0 0 0 0
CCDC66-205 0 0 1 0 0 0
TAX1BP1-206 1 0 0 0 0 0
CHIA-205 3 0 0 153 72 159
EIF4EP2-201 5 1 1 0 3 0
ENST00000422823 2 0 0 0 1 0
ENST00000422831 0 1 0 0 0 0
AFG2A-202 1 0 0 0 0 0
GLG1-202 30 32 21 6 3 8
FIGNL1-205 2 2 4 0 0 0
MESD-202 2 1 1 1 0 5
LINC00680-205 2 0 0 2 0 0.52014
IL10RB-202 18 11 9 28 6 31
MTTP-202 0 0 0 0 0 1
UBE2W-202 24 16 25 101 39 100
BCL2L1-205 12 17 14 7 7 12
ENST00000422931 10 6 8 6 5 5
IL1RAP-208 42.50649 64.81313 33.01416 2.60059 2.43578 4.19962
MED24-205 0 0 3 2 0 0
ABCC5-AS1-201 0 0 1 1 0 0
BAG6-238 0 0 0 0.79764 0.42758 3.95718
FARP2-206 4 0 0 0 0 0
RBM6-204 0 7 5 2 0 4
PAX8-AS1-202 1 3 2 17 6 18
ENST00000422958 6 8 4 12 4 5
ENST00000422961 47 70 57 102 81 77
LINC01589-201 0 0.78517 1e-05 9.19827 24 11.03042
PPP3CB-AS1-201 0 0 2 0 0 1
ZFAND2A-DT-203 29 25 21 3 3 2
TSTD1-204 3666 2926 3145 6960 3613 5292
TXNL4B-202 0 0 1 0 0 0
TENT2-202 9 8 3 6 0 4
ALMS1-201 0 1 0 0 0 0
GOLGA7B-202 0 0 0 2 5 0
DISP3-203 1 0 0 0 4 0
FARP1-203 0 0 0 0 1 0
TSEN15-203 105 108 74 49 11 42
MAP4-206 19 16 11 6 7 9
PTPA-213 161 152 172 76 39 81
RPUSD3-203 0 1 1 0 1 1
PRKCE-AS1-201 2 0 1 2 0 1
TMCO1-AS1-201 6 2 5 0 2 1
GAPDHP55-201 0 0 2 2 2 4
FARSA-202 9 5 5 2 3 1
CD70-202 6 3 5 0 0 1
SREBF1-206 0 1 0 0 0 0.18838
RAD51-203 3 2 1 3 4 4
LINC01474-201 0 0 2 0 0 0
ASS1P7-201 0 1 0 0 0 0
PNPLA3-203 1 0 0 1 1 1
C2orf68-204 0 2 2 4 0 1
ACTG1P12-201 0 1 0 0 0 1
ENST00000423193 1 0 0 0 0 0
TIAM1-202 0 0 0 0 2 0
PTPN2P1-201 1 0 0 1 0 1
RPS27P9-201 1 2 0 3 1 0
LINC00467-201 1489 1434 1335 642 390 657
SVIL-AS1-204 7 2 5 1 2 6
MROH1-202 18 13 7 45 30 71
RPL7P57-201 0 2 1 1 0 0
RC3H2-205 1 1 1 3 1 2
HSPB1P1-201 11 3 3 0 1 1
CFLAR-207 0 0 8.99999 0 0 5
ATXN1-AS1-201 2 1 1 0 0 3
USB1-202 3 3 1 4 0 2
BBIP1-203 3 1 7 1 0 1
PPP1R7-209 39 38 32 39 16 35
ENST00000423283 3 2 2 1 3 0
CENPNP1-201 16 9 18 6 4 1
ACTBP15-201 1 1 2 0 0 0
NMRAL2P-204 0 0 0 2 0 2
TRPM2-AS-201 0 0 0 75 60 69
KIAA0040-201 50.61529 43 44 36.78353 40 37
COX10-DT-201 0 1.0493 0 2.03108 0 0
SCLY-206 0 0 0 0 1 0
SRPK1-205 1 1 2 0 0 0
SPC24-201 0 0 0 0 0 1
SETD9-203 5 0 1 1 0 0
ENST00000423330 1 0 0 0 0 3
CC2D2B-203 4 4 6 0 0 0
TCN2-204 0 0 0 0 0 0.09254
CDH2-AS1-201 4 1 1 2 1 1
CNOT4-204 1 5 5 0 0 1
LINC02937-201 1 2 0 0 0 0
ACTBL2-201 10 18 11 4 4 0
GAPDHP73-201 1 0 0 0 0 0
C1orf210-201 9 8 6 101 77 105
EOLA1-204 109 100 100 174 108 163
FNDC3B-205 36 43 47 46 35 36
SPCS1-202 2 0 0 0 0 0
PIN4-204 1 0.5 2 17 10 22
PTER-203 9 12 9 3 1 1
ENST00000423464 0 1 0 0 0 0
BOLA3-DT-201 36.34456 42.44362 29.39335 15.87226 7.5 9.89348
ZNF736-202 1 1.99471 1 0 0 0
TOP2A-201 0 2 0 0 0 1
ABCA1-203 0 1 2 0 0 0
LRRC51-204 10 5 9 10 0 6
MDFIC-202 1 1 0 0 0 0
LINC02828-201 2 0 0 0 0 0
PDHA1-206 74 70 51 20 7 22
NFE2L2-204 0 0 0.00207 0 0 1
TKT-201 20 9 12 25 12 38
TKT-202 15 17 9 66 19 77
SLC25A44-202 0 0 0 0 0 1
EOLA1-205 8 12 8 5 1 7
FAM225B-201 4 1 0 0 0 1
AP3S2-202 45 60 89 12 7 16
MXD3-201 0.10583 1 0 0 0 1
FAM120AOS-202 128 134 107 113.84158 90 145
MTHFD2L-204 1 1 1 1 0 1
VDAC1P2-201 0 1 1 3 3 1
RPS17P16-201 45 21 31 40 31 23
NBDY-202 172 135 158 66 43 46
ESRP1-202 4 6 3 9 3 10
RENBP-203 0 0 1.57727 0.57504 0 0
DTX2-203 0 1 0 1 4 3
ATP6AP2-202 54.32181 51.1266 44.57322 21 0 10.43595
AFG3L1P-207 16.07369 29.7735 27 7 10 15
ERCC1-204 0 1 0 0 0 0
SEC22C-207 20 12 13 1 0 1
ING4-204 0 2 1 0 0 1
EPDR1-202 24 32 27 2 1 0
NDUFS1-202 2 2 2 0 0 2
TMEM243-202 0 0 0 0.21065 0 0
AFG3L1P-208 0.88199 0 0 0 0 0
GAL3ST4-204 0 2 0 0 0 0
PHF14-202 0 3 1 1 0 2
SUMF2-207 52 44 38 148 73 166
GFOD3P-204 2 3.66902 0 2 0 1
CRACDL-204 3 0 0 0 0 0
TMEM138-203 3 4 3 1 0 4
ATF5-201 28 29 19 9.14603 9.18319 12.25863
ENST00000423781 49 41 45 7 4 5
CAMSAP1-DT-201 0 2 1 0 0 0
ENST00000423796 3 2 1 0 0 0
BPHL-204 0 0 0 0 3 0
PLAG1-202 3 2 2 0 1 3
PTRH1-205 0 2 4 2 0 2
LINC01697-201 0 0 0 1 0 0
ARFIP2-203 2 5 8 32 23 54
FXYD5-205 26 16 25 33 22 37
TMBIM6-203 24 29 21.99954 5 1 4
NICN1-203 2 4 3 7 2 3
EIF1P3-201 0 0 0 4 0 1
CYTOR-209 1 0 1 1 3 0
RNPC3-201 6.49931 24 5.5 7.5 2 3.5
RANBP1-207 1 1 0 1 0 0
SUCLA2-AS1-201 1 1 2 2 2 0
ENST00000423888 5.47255 7.91867 6.96412 0.20373 2 2.71609
ZBTB8OSP2-201 1 3 3 1 2 1
CMC1-204 650 590 632 549 273 342
SMIM12-202 50 61 45 28 32 31
ENST00000423924 0 1.6061 0 0 0 0
TJP2-205 3.29494 0 0 2.72 0 0.41072
MUC20-201 0 0 2 3 1 4
HDAC6-205 0 1 0 1 0 0
LINC01133-201 0 0 1 0 0 0
SBDSP1-203 45 37 48 4 0 4
ANO6-202 2 0 0 0 0 0
F8-203 3 1 3 1 0 3
MRAS-202 14 25 18 0 0 0
MACROH2A1-204 11 12 13 20 5 16
ZNF655-211 0 0 0 1 0 0
ALG3-204 0.01364 0.00701 0.00846 0 0 0
LINC02985-201 0 0 1.31675 0 0 1.29161
RBM45-202 0 0 1 0 0 0
MTND4P24-201 2 0 0 0 0 0
CMTM3-202 2 2 1 0 0 0
EIF2B1-201 548 749 601 460 310 531
ZNF880-203 34 34 33 2 4 4
XYLB-202 0 0 1 0 0 1
RPL7AP14-201 0 1 1 0 0 0
GAPDHP46-201 0 0 0 1 0 0
FLVCR1-DT-202 1e-05 13.03238 6.19597 18.51369 4.24399 14.00507
RPL18AP16-201 1 0 0 0 0 2
CHFR-DT-201 85 75 89 9 7 12
NR4A2-208 0 0 1 0 0 0
PGAP6-202 0 0 0 0 1 0
RALGPS1-208 0 0 0 1 0 0
TMEM177-204 32 28 33 30 16 25
MOSPD3-204 12.76564 18.6555 6 6.22197 3.83128 7.69832
ENST00000424109 14 11 18 2 1 5
CAVIN2-AS1-201 0 1 2 0 0 0
TTC31-204 0 0 1 0 0 0
GAB3-203 0 0 0.5 0 0 0
ZNF566-202 0 0 0 0 0.03184 0
PKD1P6-NPIPP1-202 0 0.60214 0 0 0 0
RPF2P1-201 3 4 5 7 2 4
GLS2-203 0 0 1 2 1 0
CYREN-202 83 79 63 26 23 30
TRIM16L-203 5 3 3 4 1 3
KRTAP5-AS1-201 1 2 0 0 0 0
TMEM276-203 44 43 40 42 38 42
BET1-203 0 1 0 0 0 0
MDH2-202 0 0.00118 0 0 0 0
RC3H1-DT-201 0 1 0 0 0 0
NAXD-202 5 9 8 8 3 3
ZEB1-AS1-202 14 23 23 4 2 2
IGF1-205 4 1 2 52 30 28
DLG3-AS1-201 3 0 1 9 2 5
GPN1-203 3 1 4 0 0 0
FBXO28-202 5 3 2 1 0 0
RPL30P3-201 0 1 1 0 0 1
OARD1-202 143 142 152 167 90 97
SDCBP-203 0 0.17689 0.00432 0 0 0.35011
IL1R1-208 2 2 1 0 0 0
RPL27AP8-201 1 0 0 0 0 0
TBL1X-205 17 29 14 6 2 4
TBCCD1-203 1 4 2 2 1 2
QRICH1-204 4 6.99999 3 0 0 0
SETD4-208 0 0 0 3 0 0
RNF145-202 55 59 59 29 9 33
RBMX2P5-201 2 0 1 9 3 0
ENST00000424322 4 6 5 25 14 32
BLVRA-203 0 0 2 2 0 0
ENST00000424332 0 0 0 1 4 0
GTF2IRD1-202 5 4 2.5 4 2 2.5
CEP78-205 1 0 1 1 0 2
FGD5-AS1-202 52.5 8.10577 13.18909 22 3.11007 6.03488
GRASLND-202 3 8 6 0 0 0
MEIS2-206 1 2 4 5 1 0
MMP24OS-201 527 490 432 73 113 136
GNB2-206 1 0 0 0 0 1
STEAP1B-204 0 0 1 0 0 0
MX1-207 5.85587 8 4 1 0 4
UBE2E1-203 7 21 19 27 11 24
FYTTD1-205 1 1 1 0 0 0
TOM1-204 2 1 1 2 1 6
PRDX1-204 2577 2477 2360 554 304 431
JADE3-201 0 1 0 0 0 0.65929
UQCC1-209 0.42916 0 0 1.01117 0 0
PRNP-202 215.49998 202.38222 134.33333 80.99999 8.66667 89.99999
C6orf141-204 4 2 4 4 4 10
ENST00000424434 1 1 0 0 0 0
IL6R-AS1-201 1 0 1 0 0 0
ENST00000424436 4 2 3 0 0 0
RPUSD3-204 0 2 0 0 1 2
ARPC4-TTLL3-203 0 1 0 1 0 0
TSPAN3-203 0 0 3 1 4 2
PPIL6-202 14 12 10 6 0 4
SLC25A14-204 0 0 0 1.66265 0 0
GPBP1-203 40 49 58 12 3 21
SLCO3A1-202 0 0 0 1 0 0
ENST00000424471 62 57 68 11 11 22
PLPP5-203 112 96 95 65 56 84
BAG6-240 11 2 7 10 12 19
HNRNPA1P28-201 1 0 0 0 1 0
TMEM100-201 18 14 11 6 1 4
ENST00000424487 1 2 0 0 1 0
EIF3J-202 4 4 5 3 1 2
CCDC18-AS1-206 6 1 3 7 5 5
CDK6-AS1-202 0 0 5 0 0 0
VGLL4-208 10 8 3 1 0 1
ENST00000424535 3 0 0 0 0 0
NHERF2-201 1 2 3 26 22 29
ARFRP1-201 8 5 12 7 4 7
ABI2-213 0 0.5 0 0 0 0
RPL7AP70-201 8 5 3 19 6 7
RPL12P2-201 2 1 2 2 2 4
TMSB4XP1-201 1 0 0 0 0 0
DMKN-208 1 0 0 0 0 0
RPL39P3-201 1 0 2 1 1 0
MEF2B-204 0 0 0 0 0 1
RPL14P2-201 0 0 1 1 0 0
LIPH-202 1 3 1 4 0 5
OPTN-207 0 0 1 0 0 0
ZNF561-204 2 1 1 0 0 1
RNF149-202 0 1 1 0 1 0
RPL12P12-201 10 7 8 33 25 25
NUP50-207 2 0 0 0 0 0
PXN-204 212 253 183 114 63 145
ACVR1-206 1 0 1 0 0 2
HCG27-204 0 0 0 1 0 0
ZNF274-203 27 28 25 10 3 10
NAALADL2-AS2-201 0 0 0 5 2 2
ENST00000424691 178 221 211 125 74 149
KRT18P32-201 0 0 0 1 0 0
ZNF3-206 21 12 18 17 12 10
PRKRA-202 6 7 15 1 0 11
LSM8-204 0.04644 0.18777 0.01574 0.21028 3 0
FSTL1-202 1 1 0 0 0 0
DCBLD1-203 0 0 0 1 0 0
BRINP3-DT-201 0 1 0 1 0 0
ENST00000424736 15 6 13 16 12 9
RPL38P5-201 1 0 0 0 1 0
FAM47E-201 2 2 0 0 3 2
LINC00839-201 0 0 0 1 0 1
ENST00000424756 1 0 0 2 0 0
PHTF2-207 44 38 38 19 6 16
MYH9-DT-201 0 0 5 4 3 2
PMS1-211 0.78388 0 0 0 0 0
NAMPT-205 0 2 1 0 0 0
EPHA2-AS1-201 1 7 3 2 9 1
ADHFE1-207 0 0 2 0 0 0
FKBP7-204 135 116 128 28 26 42
POMZP3-203 3 1 3 0 1 1
RPL7P44-201 0 0 0 0 0 1
PUDP-203 33 28 23 0 3 0
DLG5-202 0 1 0 0 0 0
LRP12-202 2 2 1 0 0 0
TPM3P9-202 37 45 55 6 7 3
BPHL-205 39 40 28 36 20 32
CDK6-202 4 4 3 1 3 0
ZEB1-202 0 0 0.2 0 0 0
ZNF655-212 2 0 0 0 0 0
AKT2-210 0 1 1 0 3 0
RPL19P21-201 1 2 2 7 3 6
CALD1-206 95 151 127 43 20 46
FRGCA-201 1 0 1 0 0 0
LIAS-204 52 42 24 78 53 56
LINC02068-202 0 0 1 0 0 0
SLC41A2-205 17.03707 12.0897 0.03783 2.50008 18.72173 16.12805
CDC20-DT-201 70 53 46 173 114 140
ZDHHC3-205 295 387 287 146 119 147
MTX1-203 1 1 4 0 1 0
C3orf62-202 0 3 2 0 0 0
WDR20-205 0 0 0 0 0 2
FDPSP1-201 6 4 8 6 6 7
MALL-202 1 8 5 1 2 1
LITATS1-201 73 91 76 58 39 101
ROR1-AS1-202 0 0 2 0 0 0
HAGLR-204 0 1 0 0 0 0
DAZAP2-202 143 140 134 55 21 63
RNF216-205 23 32 17 17 8 11
FBXO7-204 53 60 37 29 16 35
ARL6IP6-202 2 2 5 0 0 1
HADHB-204 0 0 0 1 0 0
HID1-202 0 8 0 19.01061 25.85375 70.42765
SETMAR-204 20 16 15 2 2 6
EIF4A2-202 68 72 67 44 14 35
SGO1-207 0 3 0 0 0 0
ZNF655-213 2 9 3 0 0 0
ZNF772-203 11 5 4 0 0 3
ZNF691-DT-203 22 17 11 14 5 7
LBR-205 0.982 0 0 0 0 0
PITPNA-AS1-201 3508 3146 3164 1453 787 1140
FDPSP6-201 0 0 0 0 1 0
RPL7P37-201 0 0 0 1 0 1
CEP250-205 0 1 0 0 0 0
TTC28-AS1-205 24 27 27 11 3 15
UTP14A-202 1 0 0 0 0 0
AUP1-202 30 33 33 62 36 91
RPL7P46-201 0 0 1 1 0 0
METTL21A-204 17 19 16 7 2 5
VCF2-203 35.14886 49.19796 57.02501 31.96386 18.17169 11.32417
RPL13AP7-201 4 2 2 1 3 4
RGS14-202 0.78033 1 0.87988 1.84329 0 0
EFCAB13-DT-201 6 6 5 2 1 3
RPS6P14-201 0 0 0 0 1 0
